Linux 5.19.0-45-generic (rachit-virtual-machine) 	24/06/23 	_x86_64_	(4 CPU)

01:05:51 AM IST     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:10:02 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:10:03 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:04 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:05 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:06 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:07 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:10:08 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:10:09 AM IST     all      1.51      0.00      3.53      0.00      0.00     94.96
01:10:10 AM IST     all     65.66      0.00     16.67      0.00      0.00     17.68
01:10:11 AM IST     all     74.43      0.00      5.06      0.00      0.00     20.51
01:10:12 AM IST     all     74.36      0.00      4.87      0.00      0.00     20.77
01:10:13 AM IST     all     77.81      0.00      1.02      0.00      0.00     21.17
01:10:14 AM IST     all     60.05      0.00      1.26      0.00      0.00     38.69
01:10:15 AM IST     all      0.25      0.00      0.00      0.25      0.00     99.49
01:10:16 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:17 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:18 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:19 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:20 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:21 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:10:22 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:23 AM IST     all      1.52      0.00      2.27      0.00      0.00     96.21
01:10:24 AM IST     all     64.59      0.00     20.20      0.00      0.00     15.21
01:10:25 AM IST     all     76.26      0.00      4.80      0.00      0.00     18.94
01:10:26 AM IST     all     78.21      0.00      0.77      0.00      0.00     21.03
01:10:27 AM IST     all     77.55      0.00      1.28      0.00      0.00     21.17
01:10:28 AM IST     all     64.99      0.00      1.26      0.00      0.00     33.75
01:10:29 AM IST     all      0.50      0.00      0.25      0.00      0.00     99.25
01:10:30 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:31 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:32 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:33 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:34 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:35 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:36 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:37 AM IST     all      0.00      0.00      0.00      0.25      0.00     99.75
01:10:38 AM IST     all      0.51      0.00      1.27      0.00      0.00     98.22
01:10:39 AM IST     all     44.67      0.00     21.83      0.00      0.00     33.50
01:10:40 AM IST     all     75.25      0.00      3.03      0.00      0.00     21.72
01:10:41 AM IST     all     76.44      0.00      2.01      0.00      0.00     21.55
01:10:42 AM IST     all     76.46      0.00      2.78      0.00      0.00     20.76
01:10:43 AM IST     all     81.61      0.00      3.02      0.00      0.00     15.37
01:10:44 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:45 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:46 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:47 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:48 AM IST     all      0.25      0.00      0.00      0.00      0.00     99.75
01:10:49 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:50 AM IST     all      0.25      0.00      0.50      0.00      0.00     99.25
01:10:51 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:52 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
01:10:53 AM IST     all      0.00      0.00      0.25      0.00      0.00     99.75
01:10:54 AM IST     all      0.00      0.00      0.00      0.00      0.00    100.00
